red,red,#f00,255,0,0
red_brown,red,#a52a2a,165,42,42
red_devil,red,#860111,134,1,17
red_munsell,red,#f2003c,242,0,60
red_ncs,red,#c40233,196,2,51
red_orange,red,#ff5349,255,83,73
red_pigment,red,#ed1c24,237,28,36
red_ryb,red,#fe2712,254,39,18
red_violet,red,#c71585,199,21,133
redwood,red,#ab4e52,171,78,82
regalia,blue,#522d80,82,45,128
resolution_blue,blue,#002387,0,35,135
rich_black,black,#004040,0,64,64
rich_brilliant_lavender,purple,#f1a7fe,241,167,254
rich_carmine,red,#d70040,215,0,64
rich_electric_blue,blue,#0892d0,8,146,208
rich_lavender,purple,#a76bcf,167,107,207
rich_lilac,purple,#b666d2,182,102,210
rich_maroon,red,#b03060,176,48,96
rifle_green,green,#414833,65,72,51
robin_egg_blue,blue,#0cc,0,204,204
rose,red,#ff007f,255,0,127
rose_bonbon,red,#f9429e,249,66,158
rose_ebony,red,#674846,103,72,70
rose_gold,red,#b76e79,183,110,121
rose_madder,red,#e32636,227,38,54
rose_pink,pink,#f6c,255,102,204
rose_quartz,red,#aa98a9,170,152,169
rose_taupe,red,#905d5d,144,93,93
rose_vale,red,#ab4e52,171,78,82
rosewood,red,#65000b,101,0,11
rosso_corsa,red,#d40000,212,0,0
rosy_brown,brown,#bc8f8f,188,143,143
royal_azure,blue,#0038a8,0,56,168
royal_blue_traditional,blue,#002366,0,35,102
royal_blue_web,blue,#4169e1,65,105,225
royal_fuchsia,purple,#ca2c92,202,44,146
royal_purple,purple,#7851a9,120,81,169
royal_yellow,yellow,#fada5e,250,218,94
rubine_red,red,#d10056,209,0,86
ruby,red,#e0115f,224,17,95
ruby_red,red,#9b111e,155,17,30
ruddy,red,#ff0028,255,0,40
ruddy_brown,brown,#bb6528,187,101,40
ruddy_pink,pink,#e18e96,225,142,150
rufous,red,#a81c07,168,28,7
russet,red,#80461b,128,70,27
rust,red,#b7410e,183,65,14
rusty_red,red,#da2c43,218,44,67
sacramento_state_green,green,#00563f,0,86,63
saddle_brown,brown,#8b4513,139,69,19
safety_orange_blaze_orange,orange,#ff6700,255,103,0
saffron,orange,#f4c430,244,196,48
salmon,red,#ff8c69,255,140,105
salmon_pink,pink,#ff91a4,255,145,164
sand,Sand,#c2b280,194,178,128
sand_dune,yellow,#967117,150,113,23
sandstorm,yellow,#ecd540,236,213,64
sandy_brown,brown,#f4a460,244,164,96
sandy_taupe,brown,#967117,150,113,23
sangria,red,#92000a,146,0,10
sap_green,green,#507d2a,80,125,42
sapphire,blue,#0f52ba,15,82,186
sapphire_blue,blue,#0067a5,0,103,165
satin_sheen_gold,yellow,#cba135,203,161,53
scarlet,red,#ff2400,255,36,0
scarlet_crayola,red,#fd0e35,253,14,53
school_bus_yellow,yellow,#ffd800,255,216,0
screamin_green,green,#76ff7a,118,255,122
sea_blue,blue,#006994,0,105,148
sea_green,green,#2e8b57,46,139,87
seal_brown,brown,#321414,50,20,20
seashell,white,#fff5ee,255,245,238
selective_yellow,yellow,#ffba00,255,186,0
sepia,brown,#704214,112,66,20
shadow,brown,#8a795d,138,121,93
shamrock_green,green,#009e60,0,158,96
shocking_pink,pink,#fc0fc0,252,15,192
shocking_pink_crayola,pink,#ff6fff,255,111,255
sienna,red,#882d17,136,45,23
silver,gray,#c0c0c0,192,192,192
sinopia,red,#cb410b,203,65,11
skobeloff,green,#007474,0,116,116
sky_blue,blue,#87ceeb,135,206,235
sky_magenta,purple,#cf71af,207,113,175
slate_blue,blue,#6a5acd,106,90,205
slate_gray,gray,#708090,112,128,144
smalt_dark_powder_blue,blue,#039,0,51,153
smokey_topaz,red,#933d41,147,61,65
smoky_black,black,#100c08,16,12,8
snow,white,#fffafa,255,250,250
spiro_disco_ball,blue,#0fc0fc,15,192,252
spring_bud,yellow,#a7fc00,167,252,0
spring_green,green,#00ff7f,0,255,127
st_patrick_s_blue,blue,#23297a,35,41,122
steel_blue,blue,#4682b4,70,130,180
stil_de_grain_yellow,yellow,#fada5e,250,218,94
stizza,red,#900,153,0,0
stormcloud,blue,#4f666a,79,102,106
straw,yellow,#e4d96f,228,217,111
sunglow,yellow,#fc3,255,204,51
sunset,yellow,#fad6a5,250,214,165
tan,brown,#d2b48c,210,180,140
tangelo,red,#f94d00,249,77,0
tangerine,orange,#f28500,242,133,0
tangerine_yellow,yellow,#fc0,255,204,0
tango_pink,pink,#e4717a,228,113,122
taupe,black,#483c32,72,60,50
taupe_gray,gray,#8b8589,139,133,137
tea_green,green,#d0f0c0,208,240,192
tea_rose_orange,orange,#f88379,248,131,121
tea_rose_rose,red,#f4c2c2,244,194,194
teal,green,#008080,0,128,128
teal_blue,blue,#367588,54,117,136
teal_green,green,#00827f,0,130,127
telemagenta,purple,#cf3476,207,52,118
tenn_tawny,yellow,#cd5700,205,87,0
terra_cotta,red,#e2725b,226,114,91
thistle,purple,#d8bfd8,216,191,216
thulian_pink,pink,#de6fa1,222,111,161
tickle_me_pink,pink,#fc89ac,252,137,172
tiffany_blue,blue,#0abab5,10,186,181
tiger_s_eye,yellow,#e08d3c,224,141,60
timberwolf,gray,#dbd7d2,219,215,210
titanium_yellow,yellow,#eee600,238,230,0
tomato,orange,#ff6347,255,99,71
toolbox,blue,#746cc0,116,108,192
topaz,yellow,#ffc87c,255,200,124
tractor_red,red,#fd0e35,253,14,53
trolley_grey,gray,#808080,128,128,128
tropical_rain_forest,green,#00755e,0,117,94
true_blue,blue,#0073cf,0,115,207
tufts_blue,blue,#417dc1,65,125,193
tumbleweed,red,#deaa88,222,170,136
turkish_rose,red,#b57281,181,114,129
turquoise,blue,#30d5c8,48,213,200
turquoise_blue,blue,#00ffef,0,255,239
turquoise_green,green,#a0d6b4,160,214,180
tuscan_red,red,#7c4848,124,72,72
twilight_lavender,purple,#8a496b,138,73,107
tyrian_purple,purple,#66023c,102,2,60
ua_blue,blue,#03a,0,51,170
ua_red,red,#d9004c,217,0,76
ube,purple,#8878c3,136,120,195
ucla_blue,blue,#536895,83,104,149
ucla_gold,yellow,#ffb300,255,179,0
ufo_green,green,#3cd070,60,208,112
ultra_pink,pink,#ff6fff,255,111,255
ultramarine,blue,#120a8f,18,10,143
ultramarine_blue,blue,#4166f5,65,102,245
umber,red,#635147,99,81,71
unbleached_silk,white,#ffddca,255,221,202
united_nations_blue,blue,#5b92e5,91,146,229
university_of_california_gold,yellow,#b78727,183,135,39
unmellow_yellow,yellow,#ff6,255,255,102
up_forest_green,green,#014421,1,68,33
up_maroon,red,#7b1113,123,17,19
upsdell_red,red,#ae2029,174,32,41
urobilin,green,#e1ad21,225,173,33
usafa_blue,blue,#004f98,0,79,152
usc_cardinal,red,#900,153,0,0
usc_gold,yellow,#fc0,255,204,0
utah_crimson,red,#d3003f,211,0,63
vanilla,white,#f3e5ab,243,229,171
vegas_gold,yellow,#c5b358,197,179,88
venetian_red,red,#c80815,200,8,21
verdigris,green,#43b3ae,67,179,174
vermilion_cinnabar,red,#e34234,227,66,52
vermilion_plochere,red,#d9603b,217,96,59
veronica,purple,#a020f0,160,32,240
violet,purple,#8f00ff,143,0,255
violet_blue,blue,#324ab2,50,74,178
violet_color_wheel,purple,#7f00ff,127,0,255
violet_ryb,purple,#8601af,134,1,175
violet_web,purple,#ee82ee,238,130,238
viridian,green,#40826d,64,130,109
vivid_auburn,red,#922724,146,39,36
vivid_burgundy,red,#9f1d35,159,29,53
vivid_cerise,red,#da1d81,218,29,129
vivid_tangerine,red,#ffa089,255,160,137
vivid_violet,purple,#9f00ff,159,0,255
warm_black,black,#004242,0,66,66
waterspout,blue,#a4f4f9,164,244,249
wenge,red,#645452,100,84,82
wheat,white,#f5deb3,245,222,179
white,white,#fff,255,255,255
white_smoke,white,#f5f5f5,245,245,245
wild_blue_yonder,blue,#a2add0,162,173,208
wild_strawberry,pink,#ff43a4,255,67,164
wild_watermelon,Wild Watermelon,#fc6c85,252,108,133
wine,red,#722f37,114,47,55
wine_dregs,red,#673147,103,49,71
wisteria,red,#c9a0dc,201,160,220
wood_brown,brown,#c19a6b,193,154,107
xanadu,green,#738678,115,134,120
yale_blue,blue,#0f4d92,15,77,146
yellow,yellow,#ff0,255,255,0
yellow_green,yellow,#9acd32,154,205,50
yellow_munsell,yellow,#efcc00,239,204,0
yellow_ncs,yellow,#ffd300,255,211,0
yellow_orange,yellow,#ffae42,255,174,66
yellow_process,yellow,#ffef00,255,239,0
yellow_ryb,yellow,#fefe33,254,254,51
zaffre,blue,#0014a8,0,20,168
zinnwaldite_brown,black,#2c1608,44,22,8
