drab,red,#967117,150,113,23
duke_blue,blue,#00009c,0,0,156
earth_yellow,yellow,#e1a95f,225,169,95
ebony,black,#555d50,85,93,80
ecru,red,#c2b280,194,178,128
eggplant,black,#614051,97,64,81
eggshell,white,#f0ead6,240,234,214
egyptian_blue,blue,#1034a6,16,52,166
electric_blue,blue,#7df9ff,125,249,255
electric_crimson,red,#ff003f,255,0,63
electric_cyan,green,#0ff,0,255,255
electric_green,green,#0f0,0,255,0
electric_indigo,blue,#6f00ff,111,0,255
electric_lavender,purple,#f4bbff,244,187,255
electric_lime,yellow,#cf0,204,255,0
electric_purple,purple,#bf00ff,191,0,255
electric_ultramarine,blue,#3f00ff,63,0,255
electric_violet,purple,#8f00ff,143,0,255
electric_yellow,yellow,#ff0,255,255,0
emerald,green,#50c878,80,200,120
english_lavender,purple,#b48395,180,131,149
eton_blue,blue,#96c8a2,150,200,162
fallow,yellow,#c19a6b,193,154,107
falu_red,red,#801818,128,24,24
fandango,pink,#b53389,181,51,137
fashion_fuchsia,pink,#f400a1,244,0,161
fawn,red,#e5aa70,229,170,112
feldgrau,gray,#4d5d53,77,93,83
fern_green,green,#4f7942,79,121,66
ferrari_red,red,#ff2800,255,40,0
field_drab,red,#6c541e,108,84,30
fire_engine_red,red,#ce2029,206,32,41
firebrick,red,#b22222,178,34,34
flame,red,#e25822,226,88,34
flamingo_pink,pink,#fc8eac,252,142,172
flavescent,yellow,#f7e98e,247,233,142
flax,yellow,#eedc82,238,220,130
floral_white,white,#fffaf0,255,250,240
fluorescent_orange,orange,#ffbf00,255,191,0
fluorescent_pink,pink,#ff1493,255,20,147
fluorescent_yellow,yellow,#cf0,204,255,0
folly,red,#ff004f,255,0,79
forest_green_traditional,green,#014421,1,68,33
forest_green_web,green,#228b22,34,139,34
french_beige,white,#a67b5b,166,123,91
french_blue,blue,#0072bb,0,114,187
french_lilac,purple,#86608e,134,96,142
french_lime,yellow,#cf0,204,255,0
french_raspberry,purple,#c72c48,199,44,72
french_rose,red,#f64a8a,246,74,138
fuchsia,purple,#f0f,255,0,255
fuchsia_crayola,purple,#c154c1,193,84,193
fuchsia_pink,pink,#f7f,255,119,255
fuchsia_rose,red,#c74375,199,67,117
fulvous,yellow,#e48400,228,132,0
fuzzy_wuzzy,red,#c66,204,102,102
gainsboro,gray,#dcdcdc,220,220,220
gamboge,red,#e49b0f,228,155,15
ghost_white,white,#f8f8ff,248,248,255
ginger,yellow,#b06500,176,101,0
glaucous,blue,#6082b6,96,130,182
glitter,white,#e6e8fa,230,232,250
gold_metallic,yellow,#d4af37,212,175,55
gold_web_golden,yellow,#ffd700,255,215,0
golden_brown,brown,#996515,153,101,21
golden_poppy,yellow,#fcc200,252,194,0
golden_yellow,yellow,#ffdf00,255,223,0
goldenrod,yellow,#daa520,218,165,32
granny_smith_apple,green,#a8e4a0,168,228,160
gray,gray,#808080,128,128,128
gray_asparagus,gray,#465945,70,89,69
gray_html_css_gray,gray,#808080,128,128,128
gray_x11_gray,gray,#bebebe,190,190,190
green_color_wheel_x11_green,green,#0f0,0,255,0
green_crayola,green,#1cac78,28,172,120
green_html_css_green,green,#008000,0,128,0
green_munsell,green,#00a877,0,168,119
green_ncs,green,#009f6b,0,159,107
green_pigment,green,#00a550,0,165,80
green_ryb,green,#66b032,102,176,50
green_yellow,yellow,#adff2f,173,255,47
grullo,yellow,#a99a86,169,154,134
guppie_green,green,#00ff7f,0,255,127
halay_be,blue,#663854,102,56,84
han_blue,blue,#446ccf,68,108,207
han_purple,purple,#5218fa,82,24,250
hansa_yellow,yellow,#e9d66b,233,214,107
harlequin,green,#3fff00,63,255,0
harvard_crimson,red,#c90016,201,0,22
harvest_gold,yellow,#da9100,218,145,0
heart_gold,yellow,#808000,128,128,0
heliotrope,purple,#df73ff,223,115,255
hollywood_cerise,red,#f400a1,244,0,161
honeydew,white,#f0fff0,240,255,240
honolulu_blue,blue,#007fbf,0,127,191
hooker_s_green,green,#49796b,73,121,107
hot_magenta,red,#ff1dce,255,29,206
hot_pink,pink,#ff69b4,255,105,180
hunter_green,green,#355e3b,53,94,59
iceberg,blue,#71a6d2,113,166,210
icterine,white,#fcf75e,252,247,94
imperial_blue,blue,#002395,0,35,149
inchworm,green,#b2ec5d,178,236,93
india_green,green,#138808,19,136,8
indian_red,red,#cd5c5c,205,92,92
indian_yellow,yellow,#e3a857,227,168,87
indigo,blue,#6f00ff,111,0,255
indigo_dye,blue,#00416a,0,65,106
indigo_web,blue,#4b0082,75,0,130
international_klein_blue,blue,#002fa7,0,47,167
international_orange_aerospace,orange,#ff4f00,255,79,0
international_orange_engineering,orange,#ba160c,186,22,12
international_orange_golden_gate_bridge,orange,#c0362c,192,54,44
iris,blue,#5a4fcf,90,79,207
isabelline,white,#f4f0ec,244,240,236
islamic_green,green,#009000,0,144,0
ivory,white,#fffff0,255,255,240
jade,green,#00a86b,0,168,107
jasmine,yellow,#f8de7e,248,222,126
jasper,red,#d73b3e,215,59,62
jazzberry_jam,red,#a50b5e,165,11,94
jet,black,#343434,52,52,52
jonquil,yellow,#fada5e,250,218,94
june_bud,yellow,#bdda57,189,218,87
jungle_green,green,#29ab87,41,171,135
kelly_green,green,#4cbb17,76,187,23
kenyan_copper,green,#7c1c05,124,28,5
khaki_html_css_khaki,yellow,#c3b091,195,176,145
khaki_x11_light_khaki,yellow,#f0e68c,240,230,140
ku_crimson,red,#e8000d,232,0,13
la_salle_green,green,#087830,8,120,48
languid_lavender,purple,#d6cadd,214,202,221
lapis_lazuli,blue,#26619c,38,97,156
laser_lemon,yellow,#fefe22,254,254,34
laurel_green,green,#a9ba9d,169,186,157
lava,red,#cf1020,207,16,32
lavender_blue,blue,#ccf,204,204,255
lavender_blush,white,#fff0f5,255,240,245
lavender_floral,purple,#b57edc,181,126,220
lavender_gray,gray,#c4c3d0,196,195,208
lavender_indigo,purple,#9457eb,148,87,235
lavender_magenta,purple,#ee82ee,238,130,238
lavender_mist,purple,#e6e6fa,230,230,250
lavender_pink,pink,#fbaed2,251,174,210
lavender_purple,purple,#967bb6,150,123,182
lavender_rose,red,#fba0e3,251,160,227
lavender_web,purple,#e6e6fa,230,230,250
lawn_green,green,#7cfc00,124,252,0
lemon,yellow,#fff700,255,247,0
lemon_chiffon,yellow,#fffacd,255,250,205
lemon_lime,yellow,#e3ff00,227,255,0
licorice,black,#1a1110,26,17,16
light_apricot,yellow,#fdd5b1,253,213,177
light_blue,blue,#add8e6,173,216,230
light_brown,brown,#b5651d,181,101,29
light_carmine_pink,pink,#e66771,230,103,113
light_coral,pink,#f08080,240,128,128
light_cornflower_blue,blue,#93ccea,147,204,234
light_crimson,red,#f56991,245,105,145
light_cyan,green,#e0ffff,224,255,255
light_fuchsia_pink,pink,#f984ef,249,132,239
light_goldenrod_yellow,yellow,#fafad2,250,250,210
light_gray,gray,#d3d3d3,211,211,211
light_green,green,#90ee90,144,238,144
light_khaki,yellow,#f0e68c,240,230,140
light_pastel_purple,purple,#b19cd9,177,156,217
light_pink,pink,#ffb6c1,255,182,193
light_red_ochre,red,#e97451,233,116,81
light_salmon,red,#ffa07a,255,160,122
light_salmon_pink,pink,#f99,255,153,153
light_sea_green,green,#20b2aa,32,178,170
light_sky_blue,blue,#87cefa,135,206,250
light_slate_gray,gray,#789,119,136,153
light_taupe,red,#b38b6d,179,139,109
light_thulian_pink,pink,#e68fac,230,143,172
light_yellow,yellow,#ffffe0,255,255,224
lilac,purple,#c8a2c8,200,162,200
lime_color_wheel,yellow,#bfff00,191,255,0
lime_green,green,#32cd32,50,205,50
lime_web_x11_green,green,#0f0,0,255,0
limerick,yellow,#9dc209,157,194,9
lincoln_green,green,#195905,25,89,5
linen,white,#faf0e6,250,240,230
lion,yellow,#c19a6b,193,154,107
little_boy_blue,blue,#6ca0dc,108,160,220
liver,black,#534b4f,83,75,79
lust,red,#e62020,230,32,32
magenta,purple,#f0f,255,0,255
magenta_dye,purple,#ca1f7b,202,31,123
magenta_process,purple,#ff0090,255,0,144
magic_mint,green,#aaf0d1,170,240,209
magnolia,white,#f8f4ff,248,244,255
mahogany,orange,#c04000,192,64,0
maize,yellow,#fbec5d,251,236,93
majorelle_blue,blue,#6050dc,96,80,220
malachite,green,#0bda51,11,218,81
manatee,blue,#979aaa,151,154,170
mango_tango,yellow,#ff8243,255,130,67
mantis,green,#74c365,116,195,101
mardi_gras,purple,#880085,136,0,133
maroon_crayola,red,#c32148,195,33,72
maroon_html_css,red,#800000,128,0,0
maroon_x11,red,#b03060,176,48,96
mauve,purple,#e0b0ff,224,176,255
mauve_taupe,red,#915f6d,145,95,109
mauvelous,red,#ef98aa,239,152,170
maya_blue,blue,#73c2fb,115,194,251
meat_brown,brown,#e5b73b,229,183,59
medium_aquamarine,blue,#6da,102,221,170
medium_blue,blue,#0000cd,0,0,205
medium_candy_apple_red,red,#e2062c,226,6,44
medium_carmine,red,#af4035,175,64,53
medium_champagne,yellow,#f3e5ab,243,229,171
medium_electric_blue,blue,#035096,3,80,150
medium_jungle_green,green,#1c352d,28,53,45
medium_lavender_magenta,purple,#dda0dd,221,160,221
medium_orchid,purple,#ba55d3,186,85,211
medium_persian_blue,blue,#0067a5,0,103,165
medium_purple,purple,#9370db,147,112,219
medium_red_violet,red,#bb3385,187,51,133
medium_ruby,red,#aa4069,170,64,105
medium_sea_green,green,#3cb371,60,179,113
medium_slate_blue,blue,#7b68ee,123,104,238
medium_spring_bud,yellow,#c9dc87,201,220,135
medium_spring_green,green,#00fa9a,0,250,154
medium_taupe,red,#674c47,103,76,71
medium_turquoise,blue,#48d1cc,72,209,204
medium_tuscan_red,red,#79443b,121,68,59
medium_vermilion,red,#d9603b,217,96,59
medium_violet_red,red,#c71585,199,21,133
mellow_apricot,red,#f8b878,248,184,120
mellow_yellow,yellow,#f8de7e,248,222,126
melon,red,#fdbcb4,253,188,180
midnight_blue,blue,#191970,25,25,112
midnight_green_eagle_green,green,#004953,0,73,83
mikado_yellow,yellow,#ffc40c,255,196,12
mint,green,#3eb489,62,180,137
mint_cream,white,#f5fffa,245,255,250
mint_green,green,#98ff98,152,255,152
misty_rose,red,#ffe4e1,255,228,225
moccasin,white,#faebd7,250,235,215
mode_beige,white,#967117,150,113,23
moonstone_blue,blue,#73a9c2,115,169,194
mordant_red_19,red,#ae0c00,174,12,0
moss_green,green,#addfad,173,223,173
mountain_meadow,green,#30ba8f,48,186,143
mountbatten_pink,pink,#997a8d,153,122,141
msu_green,green,#18453b,24,69,59
mulberry,purple,#c54b8c,197,75,140
mustard,yellow,#ffdb58,255,219,88
myrtle,black,#21421e,33,66,30
nadeshiko_pink,pink,#f6adc6,246,173,198
napier_green,green,#2a8000,42,128,0
naples_yellow,yellow,#fada5e,250,218,94
navajo_white,white,#ffdead,255,222,173
navy_blue,blue,#000080,0,0,128
neon_carrot,red,#ffa343,255,163,67
neon_fuchsia,red,#fe4164,254,65,100
neon_green,green,#39ff14,57,255,20
new_york_pink,pink,#d7837f,215,131,127
non_photo_blue,blue,#a4dded,164,221,237
north_texas_green,green,#059033,5,144,51
ocean_boat_blue,blue,#0077be,0,119,190
ochre,red,#c72,204,119,34
office_green,green,#008000,0,128,0
old_gold,yellow,#cfb53b,207,181,59
old_lace,white,#fdf5e6,253,245,230
old_lavender,purple,#796878,121,104,120
old_mauve,red,#673147,103,49,71
old_rose,red,#c08081,192,128,129
olive,green,#808000,128,128,0
olive_drab_7,green,#3c341f,60,52,31
olive_drab_web_olive_drab_3,green,#6b8e23,107,142,35
olivine,green,#9ab973,154,185,115
onyx,black,#353839,53,56,57
opera_mauve,purple,#b784a7,183,132,167
orange_color_wheel,orange,#ff7f00,255,127,0
orange_peel,orange,#ff9f00,255,159,0
orange_red,red,#ff4500,255,69,0
orange_ryb,orange,#fb9902,251,153,2
orange_web_color,orange,#ffa500,255,165,0
orchid,purple,#da70d6,218,112,214
otter_brown,brown,#654321,101,67,33
ou_crimson_red,red,#900,153,0,0
outer_space,black,#414a4c,65,74,76
outrageous_orange,orange,#ff6e4a,255,110,74
oxford_blue,blue,#002147,0,33,71
pakistan_green,green,#060,0,102,0
palatinate_blue,blue,#273be2,39,59,226
palatinate_purple,purple,#682860,104,40,96
pale_aqua,blue,#bcd4e6,188,212,230
pale_blue,blue,#afeeee,175,238,238
pale_brown,brown,#987654,152,118,84
pale_carmine,red,#af4035,175,64,53
pale_cerulean,blue,#9bc4e2,155,196,226
pale_chestnut,red,#ddadaf,221,173,175
pale_copper,red,#da8a67,218,138,103
pale_cornflower_blue,blue,#abcdef,171,205,239
pale_gold,yellow,#e6be8a,230,190,138
pale_goldenrod,yellow,#eee8aa,238,232,170
pale_green,green,#98fb98,152,251,152
pale_lavender,purple,#dcd0ff,220,208,255
pale_magenta,purple,#f984e5,249,132,229
pale_pink,pink,#fadadd,250,218,221
pale_plum,purple,#dda0dd,221,160,221
pale_red_violet,red,#db7093,219,112,147
pale_robin_egg_blue,blue,#96ded1,150,222,209
pale_silver,white,#c9c0bb,201,192,187
pale_spring_bud,white,#ecebbd,236,235,189
pale_taupe,yellow,#bc987e,188,152,126
pale_violet_red,red,#db7093,219,112,147
pansy_purple,purple,#78184a,120,24,74
papaya_whip,yellow,#ffefd5,255,239,213
paris_green,green,#50c878,80,200,120
pastel_blue,blue,#aec6cf,174,198,207
pastel_brown,brown,#836953,131,105,83
pastel_gray,gray,#cfcfc4,207,207,196
pastel_green,green,#7d7,119,221,119
pastel_magenta,purple,#f49ac2,244,154,194
pastel_orange,orange,#ffb347,255,179,71
pastel_pink,pink,#dea5a4,222,165,164
pastel_purple,purple,#b39eb5,179,158,181
pastel_red,red,#ff6961,255,105,97
pastel_violet,purple,#cb99c9,203,153,201
pastel_yellow,yellow,#fdfd96,253,253,150
patriarch,purple,#800080,128,0,128
payne_s_grey,gray,#536878,83,104,120
peach,orange,#ffe5b4,255,229,180
peach_crayola,yellow,#ffcba4,255,203,164
peach_orange,orange,#fc9,255,204,153
peach_puff,pink,#ffdab9,255,218,185
peach_yellow,yellow,#fadfad,250,223,173
pear,yellow,#d1e231,209,226,49
pearl,white,#eae0c8,234,224,200
pearl_aqua,blue,#88d8c0,136,216,192
pearly_purple,purple,#b768a2,183,104,162
peridot,yellow,#e6e200,230,226,0
periwinkle,white,#ccf,204,204,255
persian_blue,blue,#1c39bb,28,57,187
persian_green,green,#00a693,0,166,147
persian_indigo,blue,#32127a,50,18,122
persian_orange,orange,#d99058,217,144,88
persian_pink,pink,#f77fbe,247,127,190
persian_plum,red,#701c1c,112,28,28
persian_red,red,#c33,204,51,51
persian_rose,red,#fe28a2,254,40,162
persimmon,green,#ec5800,236,88,0
peru,red,#cd853f,205,133,63
phlox,purple,#df00ff,223,0,255
phthalo_blue,blue,#000f89,0,15,137
phthalo_green,green,#123524,18,53,36
piggy_pink,pink,#fddde6,253,221,230
pine_green,green,#01796f,1,121,111
pink,pink,#ffc0cb,255,192,203
pink_lace,pink,#ffddf4,255,221,244
pink_orange,orange,#f96,255,153,102
pink_pearl,pink,#e7accf,231,172,207
pink_sherbet,pink,#f78fa7,247,143,167
pistachio,yellow,#93c572,147,197,114
platinum,white,#e5e4e2,229,228,226
plum_traditional,pink,#8e4585,142,69,133
plum_web,yellow,#dda0dd,221,160,221
portland_orange,orange,#ff5a36,255,90,54
powder_blue_web,blue,#b0e0e6,176,224,230
princeton_orange,orange,#ff8f00,255,143,0
prune,red,#701c1c,112,28,28
prussian_blue,blue,#003153,0,49,83
psychedelic_purple,purple,#df00ff,223,0,255
puce,purple,#c89,204,136,153
pumpkin,orange,#ff7518,255,117,24
purple_heart,purple,#69359c,105,53,156
purple_html_css,purple,#800080,128,0,128
purple_mountain_majesty,purple,#9678b6,150,120,182
purple_munsell,purple,#9f00c5,159,0,197
purple_pizzazz,purple,#fe4eda,254,78,218
purple_taupe,purple,#50404d,80,64,77
purple_x11,purple,#a020f0,160,32,240
quartz,gray,#51484f,81,72,79
rackley,blue,#5d8aa8,93,138,168
radical_red,red,#ff355e,255,53,94
rajah,yellow,#fbab60,251,171,96
raspberry,red,#e30b5d,227,11,93
raspberry_glace,red,#915f6d,145,95,109
raspberry_pink,pink,#e25098,226,80,152
raspberry_rose,red,#b3446c,179,68,108
raw_umber,red,#826644,130,102,68
razzle_dazzle_rose,red,#f3c,255,51,204
razzmatazz,red,#e3256b,227,37,107
